time,temp,hum,press,level,gap,force,position,speed,rpm,deviation
1471,599,546,993,930,533,875,46.5424,223.6331,999.2849,961.5837
1472,976,377,297,542,252,362,504.4788,742.5172,568.4417,550.6023
1473,415,713,138,717,60,164,122.3849,981.3551,68.5899,290.6456
1474,522,343,333,305,970,785,327.1277,266.619,29.9188,819.3271
1475,211,74,74,472,700,40,912.96,697.84,756.512,598.7583
1476,941,778,767,597,789,417,958.2493,987.9048,219.5821,849.3015
1477,712,52,711,766,961,836,819.5289,112.4285,759.7506,171.0592
1478,880,924,537,200,954,914,666.184,804.3693,244.9163,915.7124
1479,439,876,198,872,905,540,286.5146,27.9845,866.9934,950.7408
1480,248,120,352,135,110,429,620.5569,252.7357,123.9733,158.4069
1481,211,464,403,228,214,136,27.5596,332.403,47.2722,341.6603
1482,231,5,165,478,162,305,276.5183,3.1892,917.447,872.2217
1483,893,529,595,610,828,905,265.6566,905.7245,584.8295,50.1883
1484,28,494,89,942,624,159,703.0726,633.5075,194.6332,609.3293
1485,131,781,984,844,665,398,618.221,571.4552,532.6646,676.6183
1486,826,777,814,165,569,526,141.1404,402.0662,668.7134,453.5959
1487,730,595,514,56,253,339,537.0986,636.7974,421.4077,321.5944
1488,395,861,1000,347,3,481,90.2895,7.0053,950.2344,919.8022
1489,50,937,64,957,543,671,149.6928,121.0681,886.1613,235.3379
1490,967,746,110,567,126,58,98.8709,619.2686,903.739,906.4303
1491,764,891,917,812,144,855,410.6364,248.4833,340.9481,827.6983
1492,222,99,362,58,16,823,519.1458,647.3531,416.7122,777.6273
1493,496,42,432,798,974,641,948.6612,621.7769,899.485,314.7224
1494,697,400,273,714,629,805,746.0423,64.2642,478.4005,930.8399
1495,918,30,858,5,927,581,620.251,799.094,313.2867,972.3419
1496,697,295,551,365,309,746,406.0122,904.9988,993.8764,183.3876
1497,11,126,477,798,401,174,562.2855,841.0422,135.2749,374.0051
1498,177,782,810,149,75,55,471.2529,296.9713,982.0862,760.5316
1499,585,125,457,980,833,816,978.7763,768.487,501.3241,394.8121
1500,373,566,840,238,394,594,708.8787,853.3836,694.0594,179.3252
1501,12,154,128,225,386,494,650.2335,693.1474,204.302,489.7272
1502,293,754,837,991,983,522,816.0889,417.8525,824.3669,832.5907
1503,844,372,624,155,590,171,967.4457,254.8203,234.5551,879.2095
1504,973,665,437,432,496,614,152.4415,8.0995,545.4638,288.4608
1505,627,705,834,381,776,14,912.3345,745.4251,275.0635,892.4181
1506,519,312,185,607,433,57,697.9907,329.7434,498.9403,978.6627
1507,149,145,206,543,634,186,30.357,479.1742,622.0428,570.8311
1508,469,494,592,782,534,200,44.3758,523.4126,627.8006,474.6709
1509,879,407,229,806,465,910,468.4625,82.006,234.1167,740.6925
1510,874,145,888,508,908,930,696.6657,591.4554,66.2055,248.0433
1511,650,425,314,614,763,459,450.5595,793.3801,447.7553,463.5751
1512,576,759,550,667,527,626,595.011,10.1793,230.7428,25.664
1513,575,102,420,440,904,181,412.5104,184.9787,845.989,264.5643
1514,938,931,968,644,659,170,807.3947,907.0287,151.759,181.4397
1515,1,460,536,927,828,939,467.0945,880.0812,692.8774,171.0689
1516,62,909,953,264,284,785,14.7128,369.4647,906.1271,43.3954
1517,737,722,432,128,369,212,834.85,350.1211,513.3357,681.6113
1518,174,263,843,803,801,197,110.6536,524.9908,858.0549,23.8154
1519,854,1,125,26,227,702,597.3532,354.7906,922.587,893.1525
1520,351,922,891,629,359,827,365.4024,862.4563,861.9369,733.2006
1521,469,598,655,518,848,436,866.0138,988.3311,955.4999,798.6219
1522,489,917,868,338,831,170,27.2049,306.2834,483.0502,435.5634
1523,700,926,419,67,855,987,589.759,244.2961,171.9834,982.1057
1524,306,938,431,723,990,691,822.3007,310.8927,36.8496,315.9675
1525,705,749,269,693,38,933,180.9518,640.4587,553.2128,704.8986
1526,793,451,20,386,714,93,582.9996,278.7772,440.0523,561.5548
1527,383,341,478,5,536,16,548.0512,443.3201,631.7371,664.521
1528,643,686,906,639,121,966,809.3273,6.9876,715.5484,482.7378
1529,417,128,279,714,130,273,382.097,516.0879,859.819,516.8459
1530,392,762,763,176,493,71,167.5166,145.3252,204.7246,496.2552
1531,38,771,945,853,139,249,268.1984,637.0386,127.051,196.5443
1532,270,326,573,260,211,781,502.8294,178.1361,32.1895,11.2041
1533,340,670,33,958,632,503,401.8487,38.8858,957.2824,406.6661
1534,861,680,127,638,920,313,529.32,746.7593,603.2872,203.1088
1535,929,924,512,853,955,877,412.8311,903.6413,529.218,588.6712
1536,952,275,187,101,383,657,511.9296,236.5952,996.7761,344.8731
1537,348,727,651,318,186,604,688.1017,480.7382,170.2562,498.8481
1538,340,218,517,581,629,149,19.0957,638.8189,586.8238,759.2886
1539,201,849,886,828,759,261,853.2864,439.5481,850.3774,354.417
1540,55,960,445,539,158,284,261.5616,359.5407,760.0416,417.8755
1541,413,622,345,905,836,948,206.4899,480.5296,295.3506,598.6113
1542,569,417,120,252,727,183,425.8406,935.5799,809.3991,957.1236
1543,874,225,714,350,984,6,505.4308,405.5001,484.2952,976.865
1544,18,31,736,488,338,460,143.8239,621.696,399.8992,898.6855
1545,466,48,1000,188,873,481,801.4809,529.6778,347.4716,170.2135
1546,398,867,64,424,3,710,5.9271,519.4634,636.5925,98.0666
1547,862,223,676,658,557,442,696.0138,924.461,258.3102,78.5245
1548,325,116,317,950,43,614,34.7873,711.9457,943.3249,2.7201
1549,257,440,645,751,178,933,243.6081,271.7866,502.9497,808.6351
1550,211,847,268,423,802,952,872.812,367.4526,1.2262,300.0695
1551,966,54,355,861,302,18,784.7047,22.9232,425.0564,194.293
1552,897,510,711,323,448,189,290.8518,343.9812,238.059,969.0798
1553,862,402,400,423,996,861,531.3329,679.7645,75.144,737.2276
1554,295,560,320,387,654,972,19.4186,537.1026,874.5937,368.1163
1555,688,276,799,938,560,14,461.2454,770.6834,885.5344,908.4958
1556,17,341,870,728,338,937,21.1984,169.7225,84.1462,938.5192
1557,182,396,817,268,961,487,235.0054,477.5358,772.5252,411.1219
1558,109,112,533,301,334,867,691.8434,264.0958,708.9777,569.9826
1559,989,614,889,309,392,197,947.3057,71.5926,558.2442,605.8015
1560,400,518,143,119,76,440,705.0773,713.2478,83.156,119.2207
1561,565,650,120,330,808,345,246.9137,769.8804,383.5917,886.4897
1562,484,11,732,998,99,888,291.357,899.3834,635.3242,787.0788
1563,707,831,385,46,214,451,263.8588,460.363,893.2206,726.9952
1564,3,952,191,648,613,391,344.9954,414.9328,657.6908,101.3045
1565,99,832,815,909,278,241,980.8861,731.1716,373.2526,633.3011
1566,200,214,114,114,450,374,450.3455,202.4618,911.6453,565.7802
1567,441,702,205,258,738,781,744.7913,447.8936,365.4808,645.9013
1568,778,409,523,469,651,796,576.2434,319.831,743.8927,407.2448
1569,542,667,160,860,110,46,455.6569,792.661,155.4057,493.5714
1570,225,594,296,183,508,272,107.8818,381.8612,402.9455,852.851
1571,641,11,744,443,609,501,194.4397,378.8976,886.5478,885.0292
1572,594,435,566,436,8,189,980.5916,746.1352,352.9141,645.5985
1573,620,137,349,706,816,105,914.2688,679.9082,528.5875,510.4273
1574,527,119,923,334,663,347,29.2117,821.838,53.3975,511.1489
1575,533,270,827,465,384,790,913.5517,501.0281,370.6414,376.2778
1576,509,65,1000,305,563,145,155.6156,770.446,96.5635,437.2224
1577,633,594,222,12,376,359,656.6899,31.148,962.8587,863.3561
1578,559,216,268,733,622,886,340.2165,986.7266,925.4736,872.7066
1579,258,56,936,983,541,458,304.498,861.644,787.7159,561.5795
1580,142,651,378,628,21,842,696.7528,317.1378,426.0071,56.0115
1581,502,691,129,513,237,156,459.5097,44.2232,65.9137,338.529
1582,59,565,942,423,437,280,993.9555,736.8356,848.5236,558.1873
1583,901,99,662,787,362,813,423.933,69.2479,910.3967,721.4695
1584,16,132,143,716,870,479,134.6908,28.1515,90.9707,466.4804
1585,281,165,933,547,66,366,290.6937,80.8558,933.8252,511.8626
1586,831,150,255,78,453,243,768.3026,352.9046,981.5787,844.0244
1587,2,472,895,731,582,288,108.9453,362.8079,368.2438,338.6469
1588,403,604,919,481,95,613,175.8255,246.1403,911.3051,423.5819
1589,631,755,830,82,911,93,789.6832,854.0605,306.7087,754.8101
1590,74,307,968,808,525,185,502.2382,312.9376,631.3641,558.1341
1591,150,858,521,644,297,520,332.6719,642.5941,470.0818,275.4679
1592,553,549,623,815,238,178,29.4138,896.8576,27.8142,777.1496
1593,340,89,256,521,285,125,424.5844,991.6082,661.9292,434.5451
1594,162,169,960,946,398,18,835.9114,834.2514,188.4143,426.669
1595,771,642,252,778,307,317,186.1512,460.9847,592.2324,216.4333
1596,23,388,813,255,34,94,937.499,970.2836,965.8174,426.6689
1597,908,200,560,360,690,917,376.9719,83.9227,488.9131,795.8015
1598,542,367,543,178,532,321,979.5432,493.5555,135.7538,621.4619
1599,299,949,531,934,133,861,285.7968,355.5657,950.9712,321.2426
1600,966,945,429,851,128,842,59.9368,204.0133,891.21,41.8691
1601,123,434,92,599,765,907,247.7917,326.7867,627.7061,323.8274
1602,543,285,350,849,797,952,322.5498,407.6992,490.5511,698.3807
1603,67,381,224,602,552,660,411.8363,301.2579,74.5398,109.3398
1604,417,185,929,936,695,294,142.2047,253.8793,733.7072,855.0675
1605,522,606,400,478,698,250,777.8501,849.3546,334.9266,547.8658
1606,302,296,474,775,254,19,263.6454,827.204,730.9072,95.5848
1607,288,78,770,271,962,935,815.5968,240.9415,674.7895,405.7412
1608,383,291,681,152,177,925,582.302,653.0934,432.2444,617.3189
1609,265,720,735,92,584,863,324.7997,796.4308,124.9145,424.8778
1610,807,440,73,744,669,105,618.7964,760.049,540.4034,275.7219
1611,67,115,923,845,650,358,349.0783,685.1948,323.8147,59.0347
1612,994,624,664,996,461,641,649.6635,706.3505,583.3519,485.4299
1613,502,605,966,503,119,57,495.378,77.7326,497.6563,512.8945
1614,464,300,489,645,709,406,643.3021,504.6286,856.3373,66.2631
1615,762,766,548,137,918,517,550.7367,962.7862,438.2341,876.8827
1616,932,861,643,910,9,687,76.1481,307.5672,251.8217,967.7209
1617,717,493,640,885,261,650,661.0862,534.2686,470.7565,557.2941
1618,894,474,609,159,73,263,56.3683,800.9436,644.858,104.7547
1619,836,825,457,742,555,610,921.5513,900.434,883.4738,489.3444
1620,306,870,578,234,546,475,140.6022,604.1408,769.043,504.8036
1621,135,433,671,716,507,121,58.3685,572.3947,325.8257,526.5978
1622,178,187,746,925,180,109,813.1281,876.0316,815.0329,477.9962
1623,959,834,596,438,412,32,984.2253,424.7221,880.5546,901.3041
1624,814,40,319,842,435,257,14.6849,916.5925,440.3997,184.8597
1625,484,834,548,983,687,255,937.9236,559.1207,497.4676,638.4714
1626,675,708,159,944,615,417,473.4447,687.1496,822.9048,18.6493
1627,338,163,155,307,194,927,195.3837,455.4774,909.0449,196.2114
1628,658,211,822,238,814,151,799.6813,274.82,302.6435,116.1058
1629,96,99,562,397,635,997,765.8892,693.9838,526.8194,502.706
1630,971,140,667,107,741,98,77.2351,133.6813,660.3097,373.8258
1631,314,829,281,322,821,443,806.7675,644.3187,10.4125,488.8424
1632,489,513,369,226,363,642,980.9997,852.4286,200.8715,430.1349
1633,130,50,764,564,735,577,169.6257,506.3464,222.57,458.2121
1634,333,637,589,187,475,527,572.8842,263.9714,694.3443,34.3614
1635,297,685,499,489,783,52,657.4239,651.1427,815.7565,535.717
1636,714,910,470,270,638,76,840.7254,179.3232,438.3087,28.896
1637,694,430,317,510,387,272,241.6439,622.6003,291.3277,496.5744
1638,652,220,127,52,866,952,14.4778,769.052,113.0884,881.8568
1639,340,797,533,255,12,994,178.8915,489.8168,707.3508,117.367
1640,489,231,768,919,674,843,733.6575,592.2933,175.1307,139.6796
1641,312,609,539,274,282,61,136.7706,438.2446,96.9914,418.7843
1642,469,214,393,612,179,571,49.5974,330.611,890.0675,605.7369
1643,222,726,595,828,936,37,890.137,604.4774,847.5442,524.7579
1644,675,576,278,251,478,946,518.341,50.1293,399.1486,114.8639
1645,19,698,698,291,718,605,623.1195,65.908,111.1034,475.3902
1646,297,440,667,347,266,453,831.9406,573.2413,425.3427,732.7508
1647,146,372,605,585,244,366,421.0642,508.2407,529.79,724.3441
1648,451,586,675,263,721,821,235.9644,389.7363,912.7281,449.3846
1649,981,642,925,320,47,547,755.5657,991.1654,523.8632,883.0201
1650,929,702,657,384,14,123,352.2484,647.8949,138.0436,492.3164
1651,844,427,622,925,507,439,78.7688,932.1445,146.0772,872.4777
1652,646,850,249,634,858,728,876.6871,4.8697,557.1511,900.5487
1653,203,304,756,636,440,3,770.2219,930.3982,171.077,708.2295
1654,827,324,696,527,592,369,131.8138,230.3851,480.0073,568.8406
1655,615,115,560,670,821,78,144.4332,141.9547,166.5539,528.2618
1656,877,871,477,826,264,160,719.8562,584.6817,700.7988,507.6106
1657,118,506,246,791,30,186,80.1923,723.9807,518.8577,162.9977
1658,273,125,500,520,939,493,554.0573,186.5508,521.1804,363.159
1659,269,904,494,149,293,367,830.1094,579.562,699.968,778.461
1660,29,598,139,272,549,711,523.9926,948.5943,252.7241,743.1489
1661,902,670,375,323,292,475,853.5566,618.2146,465.1991,273.6565
1662,315,965,394,62,453,145,519.8112,603.8561,151.8656,318.9244
1663,548,179,876,381,953,238,753.1807,141.8852,503.4902,819.7568
1664,877,185,910,654,999,659,69.8614,348.8234,959.3198,984.9226
1665,242,848,745,138,674,435,226.2045,946.3346,214.216,351.6201
1666,814,95,697,155,577,23,245.8074,221.6994,51.6332,722.059
1667,577,188,150,547,503,960,594.8446,773.9652,391.312,554.6679
1668,508,282,90,317,111,597,642.9689,935.2347,416.2337,599.462
1669,419,913,278,590,379,259,451.8949,496.0941,885.7994,952.6715
1670,240,6,216,900,664,256,543.0428,324.6964,984.0834,186.4499
1671,853,9,921,7,414,593,607.0404,906.2675,598.3643,702.5042
1672,859,54,643,822,920,195,427.6798,581.9277,395.7495,254.3798
1673,543,505,146,11,582,853,863.1327,943.4461,807.1336,100.6268
1674,186,854,67,158,698,571,744.0995,788.1013,6.2931,314.8051
1675,878,826,390,936,484,511,68.6767,421.5306,320.6272,457.1456
1676,244,663,410,300,634,550,713.1557,233.6384,334.5591,19.5918
1677,960,115,984,258,173,248,778.147,21.342,647.6614,423.8989
1678,635,358,923,518,180,692,296.2684,390.0738,38.0997,65.9944
1679,615,373,31,87,76,62,52.0641,619.9847,391.2539,586.4234
1680,81,373,973,964,459,887,103.0187,434.0528,132.2253,633.5674
1681,452,898,9,246,339,158,893.6427,694.1261,17.1866,47.1666
1682,397,205,654,825,845,165,662.6985,965.8259,877.2424,103.2613
1683,260,40,165,292,505,53,210.1585,938.2355,156.0648,55.1371
1684,37,333,518,100,361,167,389.5791,429.8476,895.8414,20.8807
1685,309,601,43,104,768,556,103.2917,468.244,744.6127,924.5135
1686,974,428,358,158,473,405,713.2142,385.7063,347.2362,461.9046
1687,648,890,456,182,23,103,189.0369,116.7201,243.9724,125.9053
1688,661,21,412,545,674,261,466.5418,141.0391,491.0967,571.6241
1689,56,33,427,182,479,900,671.3029,993.5955,302.3667,941.9544
1690,580,612,255,612,460,758,498.8568,305.2591,602.0534,202.7206
1691,144,154,74,829,626,856,908.8254,327.6206,954.099,28.9246
1692,812,889,661,371,517,605,659.719,390.1594,843.4047,999.0405
1693,209,437,811,753,634,710,563.2239,138.8492,599.1223,315.841
1694,125,703,847,205,989,521,796.4373,274.424,221.8913,596.9103
1695,412,437,455,579,668,782,829.9575,729.7575,315.8995,65.2066
1696,262,627,471,442,198,543,166.3344,4.566,40.4869,81.5048
1697,817,127,806,901,946,531,680.5043,764.6299,469.7803,33.6548
1698,145,66,511,630,895,471,223.8267,432.0253,304.1083,563.1497
1699,22,203,206,879,121,451,825.8769,997.4794,906.496,787.3884
1700,839,535,630,464,277,51,769.6196,49.5954,543.3376,930.9077
1701,915,226,974,306,540,126,504.1816,854.3147,974.9033,752.9641
1702,565,140,691,318,825,668,945.8783,276.1056,962.9205,132.9539
1703,861,997,185,467,167,753,417.8194,567.7918,96.5632,195.2063
1704,245,337,877,910,832,372,599.7827,364.0641,166.2448,708.4295
1705,622,497,222,696,21,927,163.6866,224.237,292.7861,146.6443
1706,15,742,108,431,4,274,791.9018,550.3761,623.9997,851.5218
1707,550,760,783,102,472,51,287.7828,771.2199,310.8006,352.9277
1708,600,893,925,139,816,458,58.7936,585.0849,90.1008,143.7455
1709,820,113,388,933,172,203,225.1908,65.0439,843.9197,95.0909
1710,493,940,821,677,1,150,544.3271,29.737,252.439,964.3193
1711,484,872,219,736,584,679,301.7056,669.823,862.8318,64.0875
1712,784,780,214,603,734,88,114.9437,478.7604,311.0089,794.4837
1713,44,473,542,793,984,629,470.9888,579.318,418.2108,490.7401
1714,131,288,656,742,380,585,596.8916,932.431,814.308,372.4731
1715,958,313,846,341,972,368,157.7656,349.5049,778.7275,841.4304
1716,685,152,748,790,578,888,267.4305,314.5176,761.7635,692.7187
1717,714,826,267,859,331,408,233.0393,255.7944,193.0299,755.3565
1718,527,553,327,527,590,954,629.2896,983.5199,860.3124,177.692
1719,79,956,354,962,586,36,424.377,99.8122,937.7738,641.443
1720,23,363,255,580,155,573,277.9757,181.9162,181.6217,946.1059
1721,152,539,252,286,52,34,846.541,340.6794,260.9023,340.5768
1722,363,838,663,431,660,662,190.3742,98.5007,631.0029,598.8787
1723,60,381,141,944,913,663,172.1337,836.9204,100.5176,436.8861
1724,305,93,96,792,793,146,914.8806,394.5607,712.3782,7.3497
1725,531,13,260,198,812,906,5.4412,511.4728,320.2478,878.9947
1726,529,994,873,960,664,714,902.3625,554.4767,806.9231,508.5637
1727,579,233,491,49,987,642,75.88,452.7204,573.8002,550.855
1728,78,214,671,249,341,134,244.2852,137.5079,244.9017,239.0146
1729,608,292,779,30,690,45,107.9139,810.2442,922.2048,440.3793
1730,181,86,101,739,523,869,57.7447,592.556,362.9712,410.5718
1731,242,901,667,641,796,716,312.1073,552.8225,565.8327,975.5501
1732,104,931,468,932,597,717,701.6902,786.3551,105.456,26.1493
1733,497,84,183,560,728,706,260.8708,738.3633,482.2248,215.6338
1734,494,400,17,900,605,769,518.4589,416.9181,764.5408,290.7225
1735,441,267,687,364,834,279,525.2313,319.3822,46.5733,903.91
1736,226,819,904,237,899,795,916.6557,997.0811,803.6501,261.7896
1737,514,310,442,613,257,563,930.0517,553.9724,509.7772,161.2956
1738,148,111,212,931,259,950,72.0181,275.1462,352.9445,764.8519
1739,483,115,314,780,308,348,828.5741,546.4714,643.6878,38.2123
1740,441,396,712,739,491,872,896.4497,38.7056,24.3598,690.7748
1741,858,622,945,666,798,409,193.704,933.5187,621.0613,8.9508
1742,683,281,371,717,697,491,435.8051,847.0411,351.8786,415.0154
1743,953,672,681,92,355,324,368.9971,607.3393,684.9551,812.7948
1744,436,635,226,403,33,934,940.8097,386.6737,187.6845,114.0138
1745,518,769,572,463,545,90,704.2781,801.324,355.766,869.7132
1746,559,424,172,430,933,374,38.0229,639.1175,104.532,792.7637
1747,388,235,719,906,887,258,547.3915,289.013,146.0755,662.496
1748,773,123,874,608,876,948,762.4561,241.2958,673.7358,90.4648
1749,234,882,320,887,518,704,935.4435,125.6817,412.7232,441.8945
1750,54,754,942,922,36,493,851.2451,80.4787,642.4696,897.6977
1751,919,159,743,809,365,604,868.6411,751.2719,928.6373,426.1865
1752,864,63,929,932,719,155,748.0092,336.225,701.3383,663.7182
1753,67,253,818,883,422,303,409.6453,245.0277,330.7592,559.1561
1754,32,838,888,37,490,644,569.692,36.0272,506.3866,264.3074
1755,246,468,147,652,159,443,820.0817,322.834,727.0297,522.5475
1756,485,751,884,181,711,544,532.3475,618.7955,701.1106,761.998
1757,540,500,112,954,522,935,692.8001,95.3117,42.3438,547.3204
1758,564,706,292,256,676,956,494.4436,582.5944,380.1659,731.2069
1759,237,784,274,86,614,593,579.8198,556.3584,250.4301,685.8303
1760,357,704,954,133,19,73,637.5984,482.1321,835.02,39.9216
1761,688,997,996,575,68,654,576.1521,140.5451,64.9073,448.1691
1762,600,812,825,692,862,147,791.2936,501.5276,781.3219,531.5112
1763,462,596,779,548,583,385,377.0243,253.9233,899.8102,83.3506
1764,358,973,145,519,290,915,722.3678,217.7179,189.2571,26.5173
1765,685,330,815,587,293,83,898.7637,250.8255,1.9113,290.845
1766,568,145,889,674,48,751,773.7122,448.9006,200.6552,235.6442
1767,845,231,653,56,782,343,841.1332,6.4832,164.6491,178.2462
1768,232,646,541,910,70,839,447.9975,914.8008,614.5637,97.9852
1769,469,101,153,776,11,916,728.8285,357.9815,819.6243,752.2048
1770,726,407,418,762,598,354,328.895,647.5954,409.2472,670.2015
1771,375,266,158,462,488,327,534.7575,939.8485,750.8674,824.2139
1772,520,220,994,990,499,278,108.1317,913.2531,123.3646,352.3764
1773,239,127,711,971,373,162,230.1706,503.2321,935.7943,147.5733
1774,828,600,397,306,429,149,859.4957,299.6837,669.9968,316.6384
1775,610,782,837,328,290,105,797.9679,270.1848,677.975,637.1807
1776,201,406,738,63,932,673,889.9448,891.8014,510.647,204.2837
1777,754,304,802,437,656,187,149.5115,25.8686,539.1667,22.9261
1778,852,209,986,969,986,73,295.2222,98.1551,584.2045,404.1831
1779,423,713,993,219,800,744,465.0368,958.8142,672.5235,632.1409
1780,282,680,770,634,1,615,261.9129,810.6826,298.8382,677.783
1781,189,226,782,440,744,240,542.628,36.936,949.0924,593.5758
1782,624,747,156,960,794,172,19.2804,872.2654,424.2742,101.6339
1783,907,48,649,213,318,842,732.0663,237.4304,759.9503,788.8294
1784,937,592,638,960,170,768,856.6701,666.1574,775.4388,466.1091
1785,560,90,49,470,911,403,15.4755,154.2648,266.2033,553.181
1786,124,748,940,431,893,948,427.1895,665.8093,199.6227,149.8533
1787,13,421,565,738,750,34,315.1318,71.019,608.0633,950.0052
1788,906,569,18,747,361,359,489.8615,145.9456,742.3951,729.7314
1789,712,935,305,828,640,174,754.8245,138.82,17.8453,417.923
1790,781,847,986,473,154,596,970.4728,659.7107,202.5336,136.0418
1791,577,689,540,114,480,883,477.6309,858.3205,6.1033,260.8531
1792,579,264,537,194,70,573,357.8367,664.3356,586.4791,102.8466
1793,533,287,904,357,96,44,400.991,247.6293,941.3033,781.6634
1794,527,777,67,5,277,402,924.1975,200.302,653.1037,177.581
1795,314,867,942,191,299,121,833.897,516.2526,201.167,865.9006
1796,521,428,972,419,361,571,545.4627,777.7802,361.7507,586.2368
1797,95,744,957,605,217,308,304.2278,509.2768,593.1941,53.9245
1798,921,844,320,574,815,474,783.5047,706.3454,821.6722,543.6831
1799,711,711,750,829,911,897,503.8212,862.8306,510.0289,434.9289
1800,642,710,176,155,584,123,756.5553,5.3603,28.193,123.058
1801,130,808,703,275,300,85,337.182,779.4186,496.0424,519.6583
1802,279,89,801,615,503,768,600.2719,543.1815,444.1535,719.5083
1803,923,202,91,984,982,335,254.7683,59.5872,455.1755,630.086
1804,919,782,408,439,520,527,494.0479,298.9557,478.8378,213.804
1805,374,910,711,541,333,462,835.8322,255.8302,535.8798,961.3448
1806,369,526,922,187,418,343,188.7221,179.4848,808.6012,82.0159
1807,321,51,262,402,323,531,42.5526,108.3915,568.2836,709.722
1808,482,282,187,193,102,862,135.1539,760.8292,563.4387,650.7979
1809,923,529,286,234,183,837,749.7924,637.5015,128.5411,500.9953
1810,849,124,11,675,855,463,96.9655,438.4422,485.1725,511.4429
1811,463,616,188,306,796,873,43.0749,741.1219,183.6142,401.3773
1812,616,999,386,270,885,365,172.5127,460.2549,620.2143,594.4691
1813,358,44,843,407,950,642,101.0284,310.1556,834.4445,614.7037
1814,844,64,684,220,1000,843,391.0732,326.7117,284.6984,951.2998
1815,571,737,252,602,968,678,74.8193,285.874,77.1646,724.7067
1816,992,316,400,692,488,999,42.9171,169.6835,405.7507,285.9349
1817,147,196,774,533,827,685,27.2933,307.4443,369.6297,419.4135
1818,617,550,965,216,226,55,965.0295,202.0065,110.1845,468.9002
1819,28,906,869,585,149,853,110.4924,126.3856,124.6324,741.0196
1820,909,572,876,581,990,514,506.4406,572.8981,252.4023,49.6822
1821,740,432,664,364,734,740,652.8193,577.2779,823.7446,739.753
1822,933,360,737,476,970,395,294.2904,141.2767,961.3366,160.7164
1823,874,86,6,72,172,879,839.0907,239.4249,777.2826,416.5323
1824,846,83,637,803,414,933,605.9924,567.1205,58.5908,67.4067
1825,526,876,792,206,376,649,979.1353,136.1634,722.5449,644.1284
1826,689,735,684,398,345,236,379.8668,214.8197,306.2538,243.842
1827,640,56,763,379,237,424,944.7701,158.5762,890.1434,707.3507
1828,60,998,647,110,739,618,440.0282,268.0799,52.8334,67.9629
1829,966,198,862,133,723,51,811.4061,808.0737,765.516,222.6919
1830,258,40,712,463,903,614,514.7054,769.3641,647.2874,968.1965
1831,194,692,769,913,308,736,387.8596,588.4622,871.4618,851.5485
1832,111,937,235,225,758,95,332.1899,81.5705,404.6329,444.8103
1833,626,545,887,199,734,932,354.0351,25.7821,383.791,714.4279
1834,782,189,2,868,920,48,633.9779,215.8776,576.7569,928.5691
1835,389,933,946,732,910,953,517.1227,465.7208,168.0853,215.8999
1836,54,848,487,456,838,780,832.6513,64.9689,435.3437,209.0437
1837,46,427,105,37,869,74,26.2911,488.6122,178.4813,505.8145
1838,3,182,241,878,391,768,902.5394,594.1031,495.0283,487.8022
1839,821,498,76,957,261,612,755.3991,369.2717,280.672,709.8365
1840,415,487,159,608,891,479,664.0454,429.2717,286.2812,402.379
1841,663,911,987,48,221,869,936.9832,266.7488,780.8149,609.924
1842,309,14,573,962,66,963,425.9303,717.3049,774.5074,542.8019
1843,668,538,177,559,983,34,516.2903,963.7321,829.8122,541.8355
1844,599,899,43,388,212,468,185.2344,171.5416,745.2125,713.9253
1845,395,1000,899,999,922,5,930.1847,983.6212,118.9773,861.0625
1846,571,507,950,954,717,216,68.6056,498.6894,969.519,356.2478
1847,532,985,366,991,86,875,801.923,861.4278,480.3515,800.8177
1848,949,247,829,545,329,188,672.6288,355.4496,590.4884,420.2952
1849,699,662,57,720,424,85,892.5994,986.4264,556.9736,271.0408
1850,711,867,347,92,750,111,79.3909,460.8601,282.4086,770.9479
1851,891,799,65,965,211,92,384.2834,479.3419,110.8018,587.3328
1852,847,118,386,655,335,472,368.1902,422.2053,40.6025,766.4308
1853,815,98,142,523,905,278,539.1279,193.3596,65.4456,401.8311
1854,914,904,134,467,856,191,383.8246,159.362,133.0546,886.4278
1855,165,540,225,363,108,477,746.3111,914.0466,394.5282,808.3689
1856,52,967,405,827,322,597,661.8475,136.1143,31.2357,775.6174
1857,823,576,972,836,892,183,426.5373,889.8128,665.3985,451.9288
1858,699,98,772,569,797,262,728.0041,69.8628,563.279,264.1701
1859,825,457,23,216,656,661,916.1944,856.3621,523.0065,15.1551
1860,600,371,825,803,450,398,140.8694,855.6735,161.6743,482.3138
1861,172,993,907,907,100,289,917.562,938.9355,384.9846,415.5355
1862,994,170,687,961,106,544,732.3783,627.1811,485.4178,830.7035
1863,976,503,428,344,384,558,669.5649,247.531,730.3099,629.2265
1864,200,792,687,939,761,634,713.8553,681.8645,38.2666,323.8143
1865,67,233,525,659,67,771,316.097,721.1852,211.3451,772.5206
1866,821,349,145,237,982,242,563.0358,27.4908,34.5873,843.4021
1867,770,172,556,415,166,266,147.6848,851.479,163.4789,421.8575
1868,775,883,39,610,216,490,846.8963,886.0488,114.9178,700.7742
1869,991,600,998,743,367,308,191.032,623.4384,540.4443,471.8435
1870,714,993,465,651,917,555,95.1465,788.3148,963.3311,202.1098
1871,891,847,511,912,17,757,643.4519,571.099,932.419,378.0158
1872,101,465,575,862,11,722,399.7663,954.425,269.2342,662.6759
1873,604,573,583,663,43,373,812.6412,516.3416,691.3274,728.297
